Date,Business climate - industry
2013-04-30 00:00:00,85
2013-05-31 00:00:00,84
2013-06-30 00:00:00,84
2013-07-31 00:00:00,84
2013-08-31 00:00:00,86
2013-09-30 00:00:00,87
2013-10-31 00:00:00,88
2013-11-30 00:00:00,90
2013-12-31 00:00:00,91
